"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Cleary Gottlieb et al","$40000","Institute of International Bankers"," Derek M Bush ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$40000","Institute of International Bankers"," Yaron Z Reich ","No Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Lauren Bazel ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," John L Doney ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Donna Steele Flynn ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," LaBrenda Garrett-Nelson ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Gary Gasper ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Bruce A Gates ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Nick D Giordano ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Francis Grab ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Dave Koshgarian ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Marty McGuinness ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Richard J Meltzer ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Anne Phelps ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," John D Porter ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Robert M Rozen ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$0","Institute of International Bankers"," Tim Urban ","Revolving Door Profiles","Non Former Members of Congress"
"Institute of International Bankers","$200000",""," Richard W Coffman ","No Revolving Door Profiles","Non Former Members of Congress"
"Institute of International Bankers","$200000",""," Lawrence R Uhlick ","No Revolving Door Profiles","Non Former Members of Congress"
"Steptoe & Johnson","$80000","Institute of International Bankers"," John T Collins ","Revolving Door Profiles","Non Former Members of Congress"
