"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Consumer Bankers Assn","$1760000",""," Joe D Belew ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1760000",""," Joseph R Crouse ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1760000",""," Darlene Papier ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1760000",""," Marcia Z Sullivan ","No Revolving Door Profiles","Non Former Members of Congress"
"Consumer Bankers Assn","$1760000",""," Steve Zeisel ","No Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey","$100000","Consumer Bankers Assn"," Della B Cronin ","No Revolving Door Profiles","Non Former Members of Congress"
"Dean Blakey","$100000","Consumer Bankers Assn"," John E Dean ","Revolving Door Profiles","Non Former Members of Congress"
"Tassey & Assoc","$20000","Consumer Bankers Assn"," Jeffrey A Tassey ","Revolving Door Profiles","Non Former Members of Congress"
"Tassey & Assoc","$20000","Consumer Bankers Assn"," Melissa L Ziombra ","No Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$160000","Consumer Bankers Assn"," Della B Cronin ","No Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$160000","Consumer Bankers Assn"," John E Dean ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Partners","$160000","Consumer Bankers Assn"," Harrison III Wadsworth ","Revolving Door Profiles","Non Former Members of Congress"
