"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Cleary Gottlieb et al","$70000","HSBC Securities"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Dutko Worldwide","$130000","HSBC Holdings"," Gary Andres ","Revolving Door Profiles","Non Former Members of Congress"
"Dutko Worldwide","$130000","HSBC Holdings"," Mary Clare Fitzgerald ","Revolving Door Profiles","Non Former Members of Congress"
"Dutko Worldwide","$130000","HSBC Holdings"," Laine Glisson Oliver ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$50000","HSBC Holdings"," Barbara M Angus ","Revolving Door Profiles","Non Former Members of Congress"
"Heather Podesta & Partners","$30000","HSBC North America"," Heather Podesta ","Revolving Door Profiles","Non Former Members of Congress"
"Heather Podesta & Partners","$30000","HSBC North America"," Stacy Stordahl ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$2306573",""," Monique Frazier ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$2306573",""," J Dennis O'Toole ","No Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$2306573",""," Thomas J Rosenkoetter ","Revolving Door Profiles","Non Former Members of Congress"
"HSBC Holdings","$2306573",""," Janet G St Amand ","No Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$130000","HSBC Holdings"," Andrew H Barbour ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$130000","HSBC Holdings"," Jon S Deuser ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$130000","HSBC Holdings"," James C Free ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$130000","HSBC Holdings"," Robert Hickmott ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$130000","HSBC Holdings"," W Timothy Locke ","Revolving Door Profiles","Non Former Members of Congress"
"Smith-Free Group","$130000","HSBC Holdings"," James E Smith ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Tax Group","$120000","HSBC Holdings"," Noushin Jahanian ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Tax Group","$120000","HSBC Holdings"," Nancy Ellen McCarthy ","Revolving Door Profiles","Non Former Members of Congress"
"Washington Tax Group","$120000","HSBC Holdings"," Gregory Nickerson ","Revolving Door Profiles","Non Former Members of Congress"
