"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Capitol Counsel","$200000","JPMorgan Chase & Co"," Jennifer Debes Bang ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$200000","JPMorgan Chase & Co"," Jenn Fogel-Bublick ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$200000","JPMorgan Chase & Co"," Warren Tryon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Counsel","$200000","JPMorgan Chase & Co"," Jeffrey M Walter ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","JPMorgan Chase & Co"," Patrick G Heck ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","JPMorgan Chase & Co"," Chris L Javens ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","JPMorgan Chase & Co"," Jonathan Talisman ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","JPMorgan Chase & Co"," Jacob Triolo ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","JPMorgan Chase & Co"," Michael Nielsen ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","JPMorgan Chase & Co"," Douglas Schwartz ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$120000","JPMorgan Chase & Co"," John Stipicevic ","Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$40000","JPMorgan Chase & Co"," James Duncan ","No Revolving Door Profiles","Non Former Members of Congress"
"Glover Park Group","$10000","JPMorgan Chase & Co"," Susan Brophy ","Revolving Door Profiles","Non Former Members of Congress"
"Glover Park Group","$10000","JPMorgan Chase & Co"," John P Hughes ","Revolving Door Profiles","Non Former Members of Congress"
"Glover Park Group","$10000","JPMorgan Chase & Co"," Paul Poteet ","Revolving Door Profiles","Non Former Members of Congress"
"Gray Geoffrey P","$90000","JPMorgan Chase & Co"," Geoffrey P Gray ","Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker LLP","$80000","JPMorgan Chase & Co"," Palmer C Hamilton ","No Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker LLP","$80000","JPMorgan Chase & Co"," Larry Lavender ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Jack Bartling ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Tim Berry ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Shannon Boozman ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Kathleen Carlson ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Nate Gatten ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," John Thomas Gyorfy ","No Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Ryan McKee Jachym ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Tom Koonce ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Alyssa Marois ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Thomas Michael ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Brendan Reilly ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Jason Rosenberg ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Pierce Scranton ","Revolving Door Profiles","Non Former Members of Congress"
"JPMorgan Chase & Co","$2990000",""," Hillary West ","Revolving Door Profiles","Non Former Members of Congress"
"Monument Policy Group","$120000","JPMorgan Chase & Co"," Kimberly Ellis ","Revolving Door Profiles","Non Former Members of Congress"
"Monument Policy Group","$120000","JPMorgan Chase & Co"," TA Hawks ","Revolving Door Profiles","Non Former Members of Congress"
"Monument Policy Group","$120000","JPMorgan Chase & Co"," Andrew Howell ","No Revolving Door Profiles","Non Former Members of Congress"
"Monument Policy Group","$120000","JPMorgan Chase & Co"," Katharine Lister ","Revolving Door Profiles","Non Former Members of Congress"
"Monument Policy Group","$120000","JPMorgan Chase & Co"," C Stewart Jr Verdery ","Revolving Door Profiles","Non Former Members of Congress"
"Polaris Government Relations","$120000","JPMorgan Chase & Co"," Jon Gans ","Revolving Door Profiles","Non Former Members of Congress"
"S-3 Group","$200000","JPMorgan Chase & Co"," Robert Collins ","Revolving Door Profiles","Non Former Members of Congress"
"S-3 Group","$200000","JPMorgan Chase & Co"," Martin Delgado ","Revolving Door Profiles","Non Former Members of Congress"
"S-3 Group","$200000","JPMorgan Chase & Co"," Kate Dickens ","Revolving Door Profiles","Non Former Members of Congress"
"S-3 Group","$200000","JPMorgan Chase & Co"," Mike Ference ","Revolving Door Profiles","Non Former Members of Congress"
"S-3 Group","$200000","JPMorgan Chase & Co"," John Scofield ","Revolving Door Profiles","Non Former Members of Congress"
