"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Barnett Sivon & Natter","$180000","Citigroup Management Corp"," Robert E Barnett ","Revolving Door Profiles","Non Former Members of Congress"
"Barnett Sivon & Natter","$180000","Citigroup Management Corp"," James C Sivon ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$210000","Citigroup Management Corp"," Paul Bock ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$210000","Citigroup Management Corp"," Charles M Brain ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Hill Strategies","$210000","Citigroup Management Corp"," Beau Schuyler ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Lindsay D Hooper ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Joseph Mikrut ","Revolving Door Profiles","Non Former Members of Congress"
"Capitol Tax Partners","$200000","Citigroup Management Corp"," Jonathan Talisman ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5260000",""," John Emling ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5260000",""," Amy E Overton ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5260000",""," Paul Thornell ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5260000",""," Candida Perotti Wolff ","Revolving Door Profiles","Non Former Members of Congress"
"Citigroup Management Corp","$5260000",""," Maura Solomon Woosley ","Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$260000","Citigroup Global Markets"," Colin Lloyd ","No Revolving Door Profiles","Non Former Members of Congress"
"Cleary Gottlieb et al","$260000","Citigroup Global Markets"," Edward J Rosen ","No Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$160000","Citigroup Management Corp"," J Patrick Cave ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$160000","Citigroup Management Corp"," Brant Imperatore ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$160000","Citigroup Management Corp"," William Mueller ","Revolving Door Profiles","Non Former Members of Congress"
"Cypress Advocacy","$160000","Citigroup Management Corp"," Damon G Munchus ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$340000","Citigroup Management Corp"," Stacey Alexander ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$340000","Citigroup Management Corp"," Pat Bousliman ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$340000","Citigroup Management Corp"," Robert Cogorno ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$340000","Citigroup Management Corp"," Steven Elmendorf ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$340000","Citigroup Management Corp"," Kristina Kennedy ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$340000","Citigroup Management Corp"," Barry LaSala ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$340000","Citigroup Management Corp"," James 'Jimmy' Ryan ","Revolving Door Profiles","Non Former Members of Congress"
"Elmendorf Ryan","$340000","Citigroup Management Corp"," Shanti Ochs Stanton ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$360000","Citigroup Management Corp"," Nick D Giordano ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$360000","Citigroup Management Corp"," Jeff Levey ","No Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$360000","Citigroup Management Corp"," Robert M Rozen ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$360000","Citigroup Management Corp"," Robert Schellhas ","Revolving Door Profiles","Non Former Members of Congress"
"Ernst & Young","$360000","Citigroup Management Corp"," Amy Swonger ","Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker et al","$30000","Citigroup Management Corp"," Paul Cambon ","Revolving Door Profiles","Non Former Members of Congress"
"Jones Walker et al","$30000","Citigroup Management Corp"," Arnold I Havens ","Revolving Door Profiles","Non Former Members of Congress"
"Livingston Group","$100000","Citigroup Management Corp"," Paul Cambon ","Revolving Door Profiles","Non Former Members of Congress"
"Livingston Group","$100000","Citigroup Management Corp"," Robert L Livingston ","Revolving Door Profiles","Former Members of Congress"
"Livingston Group","$100000","Citigroup Management Corp"," J Allen Martin ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$160000","Citigroup Management Corp"," Robert Chamberlin ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$160000","Citigroup Management Corp"," Jenn Fogel-Bublick ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$160000","Citigroup Management Corp"," Kathleen Frangione ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$160000","Citigroup Management Corp"," Jill Shapiro Long ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$160000","Citigroup Management Corp"," Michael Sheehy ","Revolving Door Profiles","Non Former Members of Congress"
"McBee Strategic Consulting","$160000","Citigroup Management Corp"," Samuel Whitehorn ","Revolving Door Profiles","Non Former Members of Congress"
"Patton Boggs LLP","$340000","Citigroup Management Corp"," John Breaux ","Revolving Door Profiles","Former Members of Congress"
"Patton Boggs LLP","$340000","Citigroup Management Corp"," Trent Lott ","Revolving Door Profiles","Former Members of Congress"
"Patton Boggs LLP","$340000","Citigroup Management Corp"," Manny Rossman ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$240000","Citigroup Management Corp"," John A Anderson ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$240000","Citigroup Management Corp"," Mitchell L Feuer ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$240000","Citigroup Management Corp"," Tara Wade Foscato ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$240000","Citigroup Management Corp"," Robert E Griner ","Revolving Door Profiles","Non Former Members of Congress"
"Rich Feuer Anderson","$240000","Citigroup Management Corp"," Peter D Rich ","Revolving Door Profiles","Non Former Members of Congress"
"Roberti White LLC","$290000","Citigroup Management Corp"," Steven E Irizarry ","Revolving Door Profiles","Non Former Members of Congress"
"Roberti White LLC","$290000","Citigroup Management Corp"," Meghan Johnson ","Revolving Door Profiles","Non Former Members of Congress"
"Roberti White LLC","$290000","Citigroup Management Corp"," Vincent Roberti ","No Revolving Door Profiles","Non Former Members of Congress"
"Roberti White LLC","$290000","Citigroup Management Corp"," Richard Charles White ","Revolving Door Profiles","Non Former Members of Congress"
"Sternhell Group","$210000","Citigroup Management Corp"," Alex Sternhell ","Revolving Door Profiles","Non Former Members of Congress"
