"Lobbying Firm Hired","Total Amount*","Client","Lobbyist","Revolving Door Profiles","Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Alexander Dahl ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Robert Flock ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Elizabeth A Maier ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," William E Moschella ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Alfred Mottur ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Manuel Ortiz ","No Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Zachary Pfister ","Revolving Door Profiles","Non Former Members of Congress"
"Brownstein Hyatt et al","$360000","Electronic Payments Coalition"," Brian Wild ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$360000","Electronic Payments Coalition"," Michael J Catanzaro ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$360000","Electronic Payments Coalition"," Steve Clark ","No Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$360000","Electronic Payments Coalition"," Jay N III Cranford ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$360000","Electronic Payments Coalition"," Sam K Geduldig ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$360000","Electronic Payments Coalition"," Gary R Lytle ","No Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$360000","Electronic Payments Coalition"," Michael Nielsen ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$360000","Electronic Payments Coalition"," Deborah Pryce ","Revolving Door Profiles","Former Members of Congress"
"CGCN Group","$360000","Electronic Payments Coalition"," Douglas Schwartz ","Revolving Door Profiles","Non Former Members of Congress"
"CGCN Group","$360000","Electronic Payments Coalition"," Amy Wren ","Revolving Door Profiles","Non Former Members of Congress"
"Gray Geoffrey P","$30000","Electronic Payments Coalition"," Geoffrey P Gray ","Revolving Door Profiles","Non Former Members of Congress"
"Lindbergh Counsel","$100000","Electronic Payments Coalition"," Molly A Wilkinson ","Revolving Door Profiles","Non Former Members of Congress"
"Tassey & Assoc","$400000","Electronic Payments Coalition"," Beverly Bell ","Revolving Door Profiles","Non Former Members of Congress"
"Tassey & Assoc","$400000","Electronic Payments Coalition"," Jeffrey A Tassey ","Revolving Door Profiles","Non Former Members of Congress"
"Velasquez Group","$120000","Electronic Payments Coalition"," Jay Velasquez ","Revolving Door Profiles","Non Former Members of Congress"
